Offense_Code,Offense_Category,Description,Police_District,Beat,Occurence_Date
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,2021/11/02 05:58:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,2021/10/02 21:07:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,2021/09/13 12:23:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,2021/09/13 15:06:00+00
5311,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,3,3B,2021/11/04 23:31:00+00
1399,BATTERY,243(D) BATTERY CIVILIAN W/INJ,3,3A,2021/11/05 00:13:00+00
2301,LARCENY,487(C) GRAND THEFT-PERS <$950,4,4B,2021/10/30 02:00:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3M,2021/11/05 03:13:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,2021/10/31 08:59:00+00
2803,STOLEN PROP,496(A) REC STOLEN PROP-MISD,4,4B,2021/11/05 02:22:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,2021/03/22 17:15:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,2021/10/29 17:20:00+00
2310,LARCENY,1708 US THEFT OF MAIL,1,1A,2021/09/24 21:29:00+00
5707,PRIVACY,602 PC TRESPASS,2,2B,2021/10/30 15:53:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4B,2021/10/21 18:55:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,2021/11/04 22:05:00+00
7399,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3M,2021/11/04 19:57:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1A,2021/10/14 19:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6E,2021/10/25 09:00:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3B,2021/11/04 18:01:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3A,2021/10/22 20:15:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4A,2021/11/05 05:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,2021/10/28 00:46:00+00
2310,LARCENY,1708 US THEFT OF MAIL,2,2B,2021/09/28 12:00:00+00
2310,LARCENY,1708 US THEFT OF MAIL,4,4A,2021/10/27 02:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6E,2021/10/30 15:20:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,2021/10/30 06:30:00+00
2310,LARCENY,1708 US THEFT OF MAIL,2,2A,2021/10/27 07:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,2021/09/01 16:43:00+00
2310,LARCENY,1708 US THEFT OF MAIL,6,6A,2021/10/07 16:30:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5B,2021/11/05 02:09:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5A,2021/10/24 12:00:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5B,2021/10/25 16:40:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,2021/11/01 19:26:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4A,2021/10/31 19:00:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,2021/10/31 06:46:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,2021/10/29 20:55:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,2021/10/30 18:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,2021/09/02 06:00:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2A,2021/10/23 12:30:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,5,5C,2021/10/30 22:30:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,2021/09/13 16:35:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,2021/10/13 06:20:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6B,2021/10/30 17:21:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2A,2021/10/11 06:45:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6D,2021/09/13 18:47:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1C,2021/10/25 17:30:00+00
5212,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,5,5A,2021/11/01 23:50:00+00
5005,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2C,2021/10/27 20:30:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4A,2021/10/22 11:09:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3M,2021/10/06 22:00:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,2021/02/27 17:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,2021/10/29 22:33:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4B,2021/10/26 09:00:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6C,2021/10/05 17:30:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6A,2021/10/28 00:59:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1B,2021/10/27 17:26:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2A,2021/11/01 07:06:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,2021/11/05 04:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2C,2021/10/28 16:30:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,2021/11/01 06:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,2021/11/01 07:44:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,2021/10/26 22:25:00+00
5213,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,3,3B,2021/11/03 14:15:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1A,2021/10/14 07:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,2021/11/01 04:27:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,2021/10/18 12:05:00+00
5005,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,6,6B,2021/10/27 02:40:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,2021/11/05 11:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1C,2021/10/25 06:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,2021/10/27 02:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1C,2021/10/21 15:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,2021/11/01 21:55:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,2021/10/21 07:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,5,5C,2021/11/03 01:13:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,2021/11/03 07:10:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3B,2021/10/09 07:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,2021/11/03 22:56:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2C,2021/10/28 05:50:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,2021/10/31 19:43:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,2021/10/31 20:33:00+00
2305,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1A,2021/10/14 19:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,2021/11/02 04:08:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3M,2021/11/05 07:26:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2A,2021/10/29 22:32:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,2021/11/02 14:53:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,2021/11/02 20:11:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2A,2021/10/29 23:00:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,3,3A,2021/11/01 19:34:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6B,2021/10/21 07:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,4,4C,2021/11/05 03:00:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,1,1B,2021/10/28 14:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,2021/10/28 03:56:00+00
2399,LARCENY,484 PC PETTY THEFT,2,2B,2021/10/26 18:08:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3A,2021/10/21 01:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,2021/10/29 17:15:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2C,2021/10/28 17:00:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3A,2021/10/29 16:30:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,2021/11/05 03:30:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5B,2021/10/29 22:45:00+00
1299,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,1,1A,2021/11/02 17:28:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6B,2021/09/11 10:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,2021/11/05 03:30:00+00
2399,LARCENY,484 PC PETTY THEFT,2,2B,2021/09/14 20:45:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,4,4A,2021/10/30 21:25:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4C,2021/10/16 00:16:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4A,2021/10/31 09:32:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,2021/11/01 09:10:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6B,2021/11/01 11:23:00+00
1399,BATTERY,243(D) BATTERY CIVILIAN W/INJ,6,6A,2021/11/01 09:00:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,3,3A,2021/11/01 16:58:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,2021/10/30 07:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1B,2021/11/03 16:20:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3B,2021/11/01 02:24:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4A,2021/10/27 16:30:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2B,2021/10/26 14:30:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,2021/11/04 04:46:00+00
7000,INCIDENT RPT,TOWED/STORED VEH-14602.6,6,6C,2021/09/14 18:15:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3M,2021/11/02 05:55:00+00
2999,VANDALISM,594(A)(2) VANDALISM-DAMAGE,6,6B,2021/11/03 08:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,2021/09/15 02:42:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6E,2021/10/27 08:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,2021/09/14 18:22:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,2021/09/14 20:10:00+00
5213,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,5,5B,2021/11/02 03:11:00+00
5213,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,5,5B,2021/11/02 03:11:00+00
5213,WEAPON OFFENSE,247(B) PC SHOOT UNOCC BLDG/VEH,5,5B,2021/11/02 06:27:00+00
5213,WEAPON OFFENSE,247(B) PC SHOOT UNOCC BLDG/VEH,5,5B,2021/11/02 03:11:00+00
5213,WEAPON OFFENSE,247(B) PC SHOOT UNOCC BLDG/VEH,5,5B,2021/11/02 03:11:00+00
5213,WEAPON OFFENSE,247(B) PC SHOOT UNOCC BLDG/VEH,5,5B,2021/11/02 03:11:00+00
5213,WEAPON OFFENSE,247(B) PC SHOOT UNOCC BLDG/VEH,5,5B,2021/11/02 03:11:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3M,2021/11/02 07:14:00+00
2303,LARCENY,487(A) GRAND THEFT-SHOPLIFT,3,3B,2021/10/29 06:45:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,2021/11/03 21:37:00+00
5499,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,2,2A,2021/11/05 09:01:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,2021/09/14 23:06:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,2021/09/14 07:28:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,2021/09/15 08:03:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4A,2021/10/29 23:00:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2A,2021/11/05 08:56:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5B,2021/11/05 05:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,4,4A,2021/09/15 19:10:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5A,2021/08/01 23:10:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5C,2021/10/30 07:50:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4A,2021/10/30 01:31:00+00
2605,FRAUD,484G(B) PC ACCESS CARD FRAUD,4,4B,2021/11/02 13:57:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1A,2021/10/30 22:15:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4A,2021/10/30 19:54:00+00
2605,THEFT,484G PC THEFT BY CREDIT CARD,3,3A,2021/11/01 07:29:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5B,2021/10/28 21:00:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5B,2021/10/30 07:55:00+00
4801,OBSTRUCTING,69 PC OBST/RESIST EXEC OFC-FEL,6,6E,2021/11/04 18:46:00+00
2799,EMBEZZLEMENT,503 PC EMBEZZLEMENT,2,2C,2021/11/02 20:08:00+00
2399,LARCENY,484 PC PETTY THEFT,2,2B,2021/10/31 17:30:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6B,2021/08/28 22:00:00+00
5707,PRIVACY,602 PC TRESPASS,5,5C,2021/11/03 09:55:00+00
5299,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,4,4A,2021/11/05 03:19:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6B,2021/10/11 19:00:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6B,2021/10/16 21:30:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6B,2021/10/14 21:00:00+00
1315,AGG ASSAULT,245(A)(2) AWDW-FIREARM,5,5B,2021/11/02 03:11:00+00
2399,LARCENY,484 PC PETTY THEFT,UI,UI,2021/07/21 17:30:00+00
2399,LARCENY,484 PC PETTY THEFT,2,2A,2021/10/31 19:55:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6D,2021/11/03 14:48:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1C,2021/11/03 15:01:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,2021/11/03 17:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,2021/09/16 03:00:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1C,2021/11/04 15:44:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1C,2021/10/27 10:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1C,2021/10/31 10:45:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4C,2021/10/27 17:59:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,4,4B,2021/10/21 07:00:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,UI,UI,2021/11/04 15:11:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1A,2021/10/31 00:30:00+00
2305,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1A,2021/10/23 16:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,2021/11/03 13:59:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2B,2021/10/30 08:20:00+00
2310,LARCENY,1708 US THEFT OF MAIL,1,1A,2021/10/31 21:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,2021/09/15 06:59:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3A,2021/10/05 01:30:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,2021/11/04 23:30:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,2021/09/15 15:45:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,2021/11/05 00:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,2021/11/04 22:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,2021/09/15 16:56:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,2021/11/05 04:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6E,2021/09/16 00:37:00+00
7000,INCIDENT RPT,TOWED/STORED VEH-14602.6,2,2C,2021/09/15 15:09:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,2021/09/22 22:51:00+00
1203,ROBBERY,211 PC ROBBERY-SHOPLIFT,2,2A,2021/11/04 03:44:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,2021/11/04 14:34:00+00
2303,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,2021/11/05 21:50:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4B,2021/11/05 09:45:00+00
2304,LARCENY,487(A) GRAND THEFT-AUTO PARTS,2,2A,2021/11/04 20:28:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2A,2021/11/05 17:44:00+00
2999,TAMPERING,10852 VC VEHICLE TAMPERING,3,3A,2021/11/05 18:31:00+00
2303,LARCENY,484 PETTY THEFT-SHOPLIFT,4,4A,2021/11/05 19:29:00+00
5299,WEAPON OFFENSE,22810(A) FEL POSS TEARGAS-FEL,3,3M,2021/11/05 22:13:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2A,2021/11/05 23:09:00+00
5212,WEAPON OFFENSE,25850(C)(6) LOAD GUN NOT R/O-F,4,4B,2021/11/05 22:43:00+00
999,HOMICIDE,664/187(A) ATTEMPTED HOMICIDE,5,5B,2021/11/05 05:06:00+00
1399,ASSAULT,368(B)(1) CRUELTY ELDER W/INJ,5,5B,2021/11/04 19:50:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,2021/11/06 00:14:00+00
5212,WEAPON OFFENSE,33215 POSS SHORT BARRELED GUN,1,1C,2021/11/05 23:04:00+00
5499,TRAFFIC,23109(C) EXHIBITION OF SPEED,UI,UI,2021/11/06 05:46:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,2021/11/01 09:40:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/11/04 11:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,2021/11/02 04:30:00+00
5212,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,6,6C,2021/11/05 23:17:00+00
1203,ROBBERY,211 PC ROBBERY-SHOPLIFT,6,6B,2021/11/02 23:25:00+00
2309,LARCENY,484 PC PETTY THEFT/OUTSIDE,2,2C,2021/11/03 00:54:00+00
5401,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2A,2021/10/22 01:47:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3M,2021/11/03 05:58:00+00
5212,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,5,5B,2021/11/03 08:20:00+00
1210,ROBBERY,211 PC ROBBERY-PURSE SNATCH,5,5C,2021/11/03 04:00:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4A,2021/11/03 10:23:00+00
1210,ROBBERY,211 PC ROBBERY-PURSE SNATCH,1,1A,2021/11/03 14:43:00+00
5401,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2B,2021/11/02 15:19:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6D,2021/11/01 20:10:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5A,2021/11/04 10:30:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4A,2021/11/01 09:30:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2B,2021/11/04 11:44:00+00
2304,LARCENY,484 PC PETTY THEFT AUTO PART,3,3B,2021/10/23 09:40:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2A,2021/11/03 03:24:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3B,2021/11/01 02:25:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1B,2021/11/03 16:05:00+00
2304,LARCENY,487(A) GRAND THEFT-AUTO PARTS,6,6C,2021/11/02 04:00:00+00
5404,TRAFFIC,23152(A) DUI ALCOHOL,6,6D,2021/11/06 03:07:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,2021/10/22 23:26:00+00
2303,LARCENY,484 PETTY THEFT-SHOPLIFT,5,5C,2021/11/03 19:23:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,2021/11/03 06:00:00+00
5212,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,2,2C,2021/11/03 22:44:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,3,3A,2021/11/04 00:06:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6B,2021/11/04 00:27:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,3,3M,2021/10/31 08:00:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6A,2021/10/27 17:35:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6C,2021/10/30 18:10:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5B,2021/11/03 14:24:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1B,2021/11/02 07:49:00+00
5005,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,3,3A,2021/10/26 21:23:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,2021/11/04 04:07:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2C,2021/11/01 03:25:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2A,2021/10/30 09:15:00+00
1210,ROBBERY,211 PC ROBBERY-PURSE SNATCH,5,5B,2021/11/04 04:12:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1B,2021/11/01 04:55:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2A,2021/10/29 17:35:00+00
2310,LARCENY,1708 US THEFT OF MAIL,6,6D,2021/09/30 00:15:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3M,2021/10/10 21:05:00+00
2299,BURGLARY,459 PC BURG VEHICLE,4,4C,2021/11/03 04:25:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1B,2021/11/01 06:15:00+00
2399,LARCENY,484 PC PETTY THEFT,2,2B,2021/11/05 00:49:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,2021/11/04 08:17:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6E,2021/11/05 00:34:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2A,2021/11/05 00:26:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/11/04 10:08:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5A,2021/11/04 00:21:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/11/04 10:30:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2C,2021/10/04 05:14:00+00
1210,ROBBERY,211 PC ROBBERY-PURSE SNATCH,2,2B,2021/11/04 11:14:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6E,2021/11/04 19:30:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4A,2021/11/04 13:10:00+00
2299,BURGLARY,459 PC BURG VEHICLE,4,4C,2021/11/04 22:36:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,2021/11/04 11:41:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3B,2021/11/04 20:33:00+00
2308,LARCENY,484 PC PETTY THEFT/INSIDE,5,5C,2021/11/04 14:43:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,2021/11/04 18:36:00+00
2299,BURGLARY,459 PC BURG VEHICLE,4,4B,2021/11/04 12:30:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,2021/11/04 11:33:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,2021/10/27 17:54:00+00
2299,BURGLARY,459 PC BURG VEHICLE,6,6E,2021/11/04 10:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,2021/10/13 02:45:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/11/02 18:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,2021/11/05 10:13:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,2021/11/01 06:24:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,2021/10/08 08:01:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,2021/10/23 13:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,2021/10/20 16:33:00+00
2299,BURGLARY,459 PC BURG VEHICLE,5,5C,2021/11/03 15:35:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/09/12 19:10:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,2021/10/29 12:30:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,2021/10/31 10:25:00+00
